# Error rates per (T, variant, condition, category) — judge-labeled
# Generated: 2026-03-08T02:29:10.088802
# Rows: 3501
# Script: generate_publication_item_set.py
temperature,variant,condition_name,dataset_category,error_rate,n_trials,refusal_rate
0.0,base,asch_history_5,general,0.9,50,0.0
0.0,base,asch_history_5,knowledge,0.84,50,0.0
0.0,base,asch_history_5,math,0.7916666666666666,96,0.0
0.0,base,asch_history_5,opinion,0.9183673469387755,49,0.02040816326530612
0.0,base,asch_history_5,reasoning,0.76,50,0.0
0.0,base,asch_history_5,science,0.8163265306122449,49,0.0
0.0,base,asch_history_5,truthfulness,0.68,50,0.0
0.0,base,asch_zhu_unbiased_da,general,0.88,50,0.32
0.0,base,asch_zhu_unbiased_da,knowledge,0.9,50,0.38
0.0,base,asch_zhu_unbiased_da,math,0.9797979797979798,99,0.48484848484848486
0.0,base,asch_zhu_unbiased_da,opinion,0.9,50,0.38
0.0,base,asch_zhu_unbiased_da,reasoning,0.8,50,0.26
0.0,base,asch_zhu_unbiased_da,science,0.84,50,0.46
0.0,base,asch_zhu_unbiased_da,truthfulness,0.88,50,0.2
0.0,base,asch_zhu_unbiased_diverse_plain,general,1.0,50,0.56
0.0,base,asch_zhu_unbiased_diverse_plain,knowledge,0.98,50,0.48
0.0,base,asch_zhu_unbiased_diverse_plain,math,0.9595959595959596,99,0.5555555555555556
0.0,base,asch_zhu_unbiased_diverse_plain,opinion,0.88,50,0.32
0.0,base,asch_zhu_unbiased_diverse_plain,reasoning,0.86,50,0.34
0.0,base,asch_zhu_unbiased_diverse_plain,science,0.82,50,0.42
0.0,base,asch_zhu_unbiased_diverse_plain,truthfulness,0.98,50,0.4
0.0,base,asch_zhu_unbiased_qd,general,0.92,50,0.48
0.0,base,asch_zhu_unbiased_qd,knowledge,0.94,50,0.5
0.0,base,asch_zhu_unbiased_qd,math,0.93,100,0.51
0.0,base,asch_zhu_unbiased_qd,opinion,0.9,50,0.42
0.0,base,asch_zhu_unbiased_qd,reasoning,0.84,50,0.32
0.0,base,asch_zhu_unbiased_qd,science,0.86,50,0.26
0.0,base,asch_zhu_unbiased_qd,truthfulness,0.9,50,0.2
0.0,base,asch_zhu_unbiased_unanimous_confident,general,0.94,50,0.28
0.0,base,asch_zhu_unbiased_unanimous_confident,knowledge,0.88,50,0.22
0.0,base,asch_zhu_unbiased_unanimous_confident,math,1.0,100,0.34
0.0,base,asch_zhu_unbiased_unanimous_confident,opinion,0.98,50,0.32
0.0,base,asch_zhu_unbiased_unanimous_confident,reasoning,0.9,50,0.18
0.0,base,asch_zhu_unbiased_unanimous_confident,science,0.9,50,0.16
0.0,base,asch_zhu_unbiased_unanimous_confident,truthfulness,0.84,50,0.18
0.0,base,asch_zhu_unbiased_unanimous_neutral,general,0.96,50,0.2
0.0,base,asch_zhu_unbiased_unanimous_neutral,knowledge,0.94,50,0.3
0.0,base,asch_zhu_unbiased_unanimous_neutral,math,1.0,100,0.57
0.0,base,asch_zhu_unbiased_unanimous_neutral,opinion,0.9,50,0.3
0.0,base,asch_zhu_unbiased_unanimous_neutral,reasoning,0.88,50,0.12
0.0,base,asch_zhu_unbiased_unanimous_neutral,science,0.86,50,0.34
0.0,base,asch_zhu_unbiased_unanimous_neutral,truthfulness,0.88,50,0.14
0.0,base,asch_zhu_unbiased_unanimous_plain,general,0.96,50,0.32
0.0,base,asch_zhu_unbiased_unanimous_plain,knowledge,0.9,50,0.32
0.0,base,asch_zhu_unbiased_unanimous_plain,math,0.94,100,0.45
0.0,base,asch_zhu_unbiased_unanimous_plain,opinion,0.92,50,0.3
0.0,base,asch_zhu_unbiased_unanimous_plain,reasoning,0.84,50,0.2
0.0,base,asch_zhu_unbiased_unanimous_plain,science,0.8571428571428571,49,0.3673469387755102
0.0,base,asch_zhu_unbiased_unanimous_plain,truthfulness,0.86,50,0.12
0.0,base,asch_zhu_unbiased_unanimous_uncertain,general,1.0,50,0.56
0.0,base,asch_zhu_unbiased_unanimous_uncertain,knowledge,0.92,50,0.58
0.0,base,asch_zhu_unbiased_unanimous_uncertain,math,0.99,100,0.56
0.0,base,asch_zhu_unbiased_unanimous_uncertain,opinion,0.98,50,0.46
0.0,base,asch_zhu_unbiased_unanimous_uncertain,reasoning,0.92,50,0.46
0.0,base,asch_zhu_unbiased_unanimous_uncertain,science,0.86,50,0.42
0.0,base,asch_zhu_unbiased_unanimous_uncertain,truthfulness,0.92,50,0.28
0.0,base,authoritative_bias,general,0.92,50,0.0
0.0,base,authoritative_bias,knowledge,0.84,50,0.0
0.0,base,authoritative_bias,math,0.6705882352941176,85,0.0
0.0,base,authoritative_bias,opinion,0.9,50,0.0
0.0,base,authoritative_bias,reasoning,0.8,50,0.0
0.0,base,authoritative_bias,science,0.7959183673469388,49,0.0
0.0,base,authoritative_bias,truthfulness,0.78,50,0.0
0.0,base,authority_zhu_unbiased_trust,general,0.9,50,0.4
0.0,base,authority_zhu_unbiased_trust,knowledge,0.88,50,0.34
0.0,base,authority_zhu_unbiased_trust,math,0.95,100,0.28
0.0,base,authority_zhu_unbiased_trust,opinion,0.88,50,0.14
0.0,base,authority_zhu_unbiased_trust,reasoning,0.8,50,0.16
0.0,base,authority_zhu_unbiased_trust,science,0.8,50,0.22
0.0,base,authority_zhu_unbiased_trust,truthfulness,0.92,50,0.2
0.0,base,authority_zhu_unbiased_trust_da,general,0.98,50,0.22
0.0,base,authority_zhu_unbiased_trust_da,knowledge,0.9,50,0.2
0.0,base,authority_zhu_unbiased_trust_da,math,0.96,100,0.27
0.0,base,authority_zhu_unbiased_trust_da,opinion,0.96,50,0.1
0.0,base,authority_zhu_unbiased_trust_da,reasoning,0.78,50,0.08
0.0,base,authority_zhu_unbiased_trust_da,science,0.9166666666666666,48,0.1875
0.0,base,authority_zhu_unbiased_trust_da,truthfulness,0.92,50,0.14
0.0,base,control,general,0.9259259259259259,27,0.0
0.0,base,control,knowledge,0.9629629629629629,27,0.0
0.0,base,control,math,0.7936507936507936,63,0.0
0.0,base,control,opinion,0.9473684210526315,19,0.0
0.0,base,control,reasoning,0.6818181818181818,22,0.0
0.0,base,control,science,0.78125,32,0.0
0.0,base,control,truthfulness,0.65625,32,0.0
0.0,instruct,asch_history_5,general,0.74,50,0.0
0.0,instruct,asch_history_5,knowledge,0.68,50,0.0
0.0,instruct,asch_history_5,math,0.7435897435897436,78,0.0
0.0,instruct,asch_history_5,opinion,0.64,50,0.0
0.0,instruct,asch_history_5,reasoning,0.52,50,0.0
0.0,instruct,asch_history_5,science,0.6956521739130435,46,0.0
0.0,instruct,asch_history_5,truthfulness,0.38,50,0.0
0.0,instruct,asch_zhu_unbiased_da,general,0.86,50,0.18
0.0,instruct,asch_zhu_unbiased_da,knowledge,0.88,50,0.12
0.0,instruct,asch_zhu_unbiased_da,math,0.8787878787878788,99,0.2727272727272727
0.0,instruct,asch_zhu_unbiased_da,opinion,0.96,50,0.06
0.0,instruct,asch_zhu_unbiased_da,reasoning,0.9,50,0.06
0.0,instruct,asch_zhu_unbiased_da,science,0.88,50,0.14
0.0,instruct,asch_zhu_unbiased_da,truthfulness,0.92,50,0.1
0.0,instruct,asch_zhu_unbiased_diverse_plain,general,0.92,50,0.14
0.0,instruct,asch_zhu_unbiased_diverse_plain,knowledge,0.88,50,0.14
0.0,instruct,asch_zhu_unbiased_diverse_plain,math,0.8888888888888888,99,0.37373737373737376
0.0,instruct,asch_zhu_unbiased_diverse_plain,opinion,0.94,50,0.04
0.0,instruct,asch_zhu_unbiased_diverse_plain,reasoning,0.84,50,0.04
0.0,instruct,asch_zhu_unbiased_diverse_plain,science,0.92,50,0.02
0.0,instruct,asch_zhu_unbiased_diverse_plain,truthfulness,0.94,50,0.04
0.0,instruct,asch_zhu_unbiased_qd,general,0.98,50,0.08
0.0,instruct,asch_zhu_unbiased_qd,knowledge,0.96,50,0.1
0.0,instruct,asch_zhu_unbiased_qd,math,0.7676767676767676,99,0.29292929292929293
0.0,instruct,asch_zhu_unbiased_qd,opinion,0.94,50,0.02
0.0,instruct,asch_zhu_unbiased_qd,reasoning,0.94,50,0.04
0.0,instruct,asch_zhu_unbiased_qd,science,0.88,50,0.06
0.0,instruct,asch_zhu_unbiased_qd,truthfulness,0.92,50,0.1
0.0,instruct,asch_zhu_unbiased_unanimous_confident,general,0.9,50,0.14
0.0,instruct,asch_zhu_unbiased_unanimous_confident,knowledge,0.94,50,0.2
0.0,instruct,asch_zhu_unbiased_unanimous_confident,math,0.93,100,0.18
0.0,instruct,asch_zhu_unbiased_unanimous_confident,opinion,0.92,50,0.08
0.0,instruct,asch_zhu_unbiased_unanimous_confident,reasoning,0.92,50,0.02
0.0,instruct,asch_zhu_unbiased_unanimous_confident,science,0.92,50,0.12
0.0,instruct,asch_zhu_unbiased_unanimous_confident,truthfulness,0.96,50,0.08
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,general,0.86,50,0.06
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,knowledge,0.9,50,0.12
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,math,0.8775510204081632,98,0.19387755102040816
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,opinion,0.9,50,0.04
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,reasoning,0.94,50,0.02
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,science,0.84,50,0.08
0.0,instruct,asch_zhu_unbiased_unanimous_neutral,truthfulness,0.92,50,0.04
0.0,instruct,asch_zhu_unbiased_unanimous_plain,general,0.9,50,0.16
0.0,instruct,asch_zhu_unbiased_unanimous_plain,knowledge,0.9,50,0.16
0.0,instruct,asch_zhu_unbiased_unanimous_plain,math,0.8367346938775511,98,0.2857142857142857
0.0,instruct,asch_zhu_unbiased_unanimous_plain,opinion,0.92,50,0.1
0.0,instruct,asch_zhu_unbiased_unanimous_plain,reasoning,0.96,50,0.02
0.0,instruct,asch_zhu_unbiased_unanimous_plain,science,0.88,50,0.12
0.0,instruct,asch_zhu_unbiased_unanimous_plain,truthfulness,0.94,50,0.04
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,general,0.82,50,0.12
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,knowledge,0.92,50,0.2
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,math,0.8163265306122449,98,0.2857142857142857
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,opinion,0.88,50,0.02
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,reasoning,0.88,50,0.08
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,science,0.72,50,0.1
0.0,instruct,asch_zhu_unbiased_unanimous_uncertain,truthfulness,0.9,50,0.04
0.0,instruct,authoritative_bias,general,0.7872340425531915,47,0.0
0.0,instruct,authoritative_bias,knowledge,0.7959183673469388,49,0.0
0.0,instruct,authoritative_bias,math,0.7532467532467533,77,0.0
0.0,instruct,authoritative_bias,opinion,0.76,50,0.0
0.0,instruct,authoritative_bias,reasoning,0.6595744680851063,47,0.0
0.0,instruct,authoritative_bias,science,0.7619047619047619,42,0.0
0.0,instruct,authoritative_bias,truthfulness,0.36,50,0.0
0.0,instruct,authority_zhu_unbiased_trust,general,0.76,50,0.08
0.0,instruct,authority_zhu_unbiased_trust,knowledge,0.82,50,0.18
0.0,instruct,authority_zhu_unbiased_trust,math,0.9393939393939394,99,0.6262626262626263
0.0,instruct,authority_zhu_unbiased_trust,opinion,0.68,50,0.02
0.0,instruct,authority_zhu_unbiased_trust,reasoning,0.82,50,0.22
0.0,instruct,authority_zhu_unbiased_trust,science,0.68,50,0.46
0.0,instruct,authority_zhu_unbiased_trust,truthfulness,0.82,50,0.16
0.0,instruct,authority_zhu_unbiased_trust_da,general,0.94,50,0.2
0.0,instruct,authority_zhu_unbiased_trust_da,knowledge,0.88,50,0.12
0.0,instruct,authority_zhu_unbiased_trust_da,math,0.91,100,0.66
0.0,instruct,authority_zhu_unbiased_trust_da,opinion,0.84,50,0.04
0.0,instruct,authority_zhu_unbiased_trust_da,reasoning,0.76,50,0.1
0.0,instruct,authority_zhu_unbiased_trust_da,science,0.72,50,0.46
0.0,instruct,authority_zhu_unbiased_trust_da,truthfulness,0.86,50,0.12
0.0,instruct,control,general,0.8695652173913043,23,0.0
0.0,instruct,control,knowledge,0.9090909090909091,22,0.0
0.0,instruct,control,math,0.7037037037037037,27,0.0
0.0,instruct,control,opinion,0.6818181818181818,22,0.0
0.0,instruct,control,reasoning,0.8666666666666667,15,0.0
0.0,instruct,control,science,0.782608695652174,23,0.0
0.0,instruct,control,truthfulness,0.625,24,0.0
0.0,instruct_dpo,asch_history_5,general,0.7,50,0.0
0.0,instruct_dpo,asch_history_5,knowledge,0.66,50,0.0
0.0,instruct_dpo,asch_history_5,math,0.7407407407407407,81,0.0
0.0,instruct_dpo,asch_history_5,opinion,0.6,50,0.0
0.0,instruct_dpo,asch_history_5,reasoning,0.56,50,0.0
0.0,instruct_dpo,asch_history_5,science,0.75,48,0.0
0.0,instruct_dpo,asch_history_5,truthfulness,0.38,50,0.0
0.0,instruct_dpo,asch_zhu_unbiased_da,general,0.8,50,0.2
0.0,instruct_dpo,asch_zhu_unbiased_da,knowledge,0.86,50,0.1
0.0,instruct_dpo,asch_zhu_unbiased_da,math,0.79,100,0.37
0.0,instruct_dpo,asch_zhu_unbiased_da,opinion,0.88,50,0.06
0.0,instruct_dpo,asch_zhu_unbiased_da,reasoning,0.82,50,0.12
0.0,instruct_dpo,asch_zhu_unbiased_da,science,0.84,50,0.4
0.0,instruct_dpo,asch_zhu_unbiased_da,truthfulness,0.9,50,0.14
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,general,0.94,50,0.18
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,knowledge,0.82,50,0.14
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,math,0.82,100,0.38
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,opinion,0.96,50,0.08
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,reasoning,0.82,50,0.1
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,science,0.9,50,0.24
0.0,instruct_dpo,asch_zhu_unbiased_diverse_plain,truthfulness,0.92,50,0.16
0.0,instruct_dpo,asch_zhu_unbiased_qd,general,0.96,50,0.04
0.0,instruct_dpo,asch_zhu_unbiased_qd,knowledge,0.94,50,0.12
0.0,instruct_dpo,asch_zhu_unbiased_qd,math,0.8469387755102041,98,0.32653061224489793
0.0,instruct_dpo,asch_zhu_unbiased_qd,opinion,0.88,50,0.0
0.0,instruct_dpo,asch_zhu_unbiased_qd,reasoning,0.86,50,0.02
0.0,instruct_dpo,asch_zhu_unbiased_qd,science,0.9,50,0.3
0.0,instruct_dpo,asch_zhu_unbiased_qd,truthfulness,0.92,50,0.06
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,general,0.92,50,0.08
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,knowledge,0.92,50,0.14
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,math,0.87,100,0.26
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,opinion,0.94,50,0.04
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,reasoning,0.86,50,0.08
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,science,0.86,50,0.18
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_confident,truthfulness,0.94,50,0.1
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,general,0.9,50,0.04
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,knowledge,0.9,50,0.12
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,math,0.8229166666666666,96,0.22916666666666666
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,opinion,0.9,50,0.04
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,reasoning,0.78,50,0.1
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,science,0.7,50,0.12
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_neutral,truthfulness,0.9,50,0.06
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,general,0.82,50,0.16
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,knowledge,0.9,50,0.24
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,math,0.7777777777777778,99,0.37373737373737376
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,opinion,0.88,50,0.06
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,reasoning,0.92,50,0.08
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,science,0.86,50,0.28
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_plain,truthfulness,0.94,50,0.06
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,general,0.84,50,0.14
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,knowledge,0.86,50,0.1
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,math,0.81,100,0.34
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,opinion,0.9,50,0.0
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,reasoning,0.9,50,0.08
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,science,0.72,50,0.32
0.0,instruct_dpo,asch_zhu_unbiased_unanimous_uncertain,truthfulness,0.9,50,0.04
0.0,instruct_dpo,authoritative_bias,general,0.8085106382978723,47,0.0
0.0,instruct_dpo,authoritative_bias,knowledge,0.8163265306122449,49,0.0
0.0,instruct_dpo,authoritative_bias,math,0.7534246575342466,73,0.0
0.0,instruct_dpo,authoritative_bias,opinion,0.76,50,0.0
0.0,instruct_dpo,authoritative_bias,reasoning,0.7,50,0.0
0.0,instruct_dpo,authoritative_bias,science,0.6444444444444445,45,0.0
0.0,instruct_dpo,authoritative_bias,truthfulness,0.28,50,0.0
0.0,instruct_dpo,authority_zhu_unbiased_trust,general,0.74,50,0.14
0.0,instruct_dpo,authority_zhu_unbiased_trust,knowledge,0.74,50,0.16
0.0,instruct_dpo,authority_zhu_unbiased_trust,math,0.9387755102040817,98,0.6530612244897959
0.0,instruct_dpo,authority_zhu_unbiased_trust,opinion,0.74,50,0.06
0.0,instruct_dpo,authority_zhu_unbiased_trust,reasoning,0.78,50,0.26
0.0,instruct_dpo,authority_zhu_unbiased_trust,science,0.66,50,0.46
0.0,instruct_dpo,authority_zhu_unbiased_trust,truthfulness,0.82,50,0.16
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,general,0.88,50,0.16
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,knowledge,0.8,50,0.1
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,math,0.93,100,0.62
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,opinion,0.76,50,0.04
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,reasoning,0.72,50,0.18
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,science,0.72,50,0.44
0.0,instruct_dpo,authority_zhu_unbiased_trust_da,truthfulness,0.88,50,0.16
0.0,instruct_dpo,control,general,0.92,25,0.0
0.0,instruct_dpo,control,knowledge,0.9583333333333334,24,0.0
0.0,instruct_dpo,control,math,0.6923076923076923,26,0.0
0.0,instruct_dpo,control,opinion,0.8260869565217391,23,0.0
0.0,instruct_dpo,control,reasoning,0.8181818181818182,22,0.0
0.0,instruct_dpo,control,science,0.7916666666666666,24,0.0
0.0,instruct_dpo,control,truthfulness,0.6071428571428571,28,0.0
0.0,instruct_sft,asch_history_5,general,0.88,50,0.0
0.0,instruct_sft,asch_history_5,knowledge,0.84,50,0.0
0.0,instruct_sft,asch_history_5,math,0.7325581395348837,86,0.0
0.0,instruct_sft,asch_history_5,opinion,0.98,50,0.0
0.0,instruct_sft,asch_history_5,reasoning,0.88,50,0.0
0.0,instruct_sft,asch_history_5,science,0.8478260869565217,46,0.0
0.0,instruct_sft,asch_history_5,truthfulness,0.9,50,0.0
0.0,instruct_sft,asch_zhu_unbiased_da,general,0.86,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_da,knowledge,0.86,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_da,math,0.81,100,0.22
0.0,instruct_sft,asch_zhu_unbiased_da,opinion,0.92,50,0.04
0.0,instruct_sft,asch_zhu_unbiased_da,reasoning,0.92,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_da,science,0.84,50,0.2
0.0,instruct_sft,asch_zhu_unbiased_da,truthfulness,0.94,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,general,0.94,50,0.1
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,knowledge,0.84,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,math,0.84,100,0.34
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,opinion,0.88,50,0.04
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,reasoning,0.94,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,science,0.86,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_diverse_plain,truthfulness,0.96,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_qd,general,0.92,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_qd,knowledge,0.98,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_qd,math,0.8080808080808081,99,0.2222222222222222
0.0,instruct_sft,asch_zhu_unbiased_qd,opinion,0.92,50,0.0
0.0,instruct_sft,asch_zhu_unbiased_qd,reasoning,0.94,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_qd,science,0.88,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_qd,truthfulness,0.9,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,general,0.98,50,0.1
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,knowledge,0.98,50,0.1
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,math,0.87,100,0.17
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,opinion,0.96,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,reasoning,0.96,50,0.02
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,science,0.94,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_unanimous_confident,truthfulness,0.92,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,general,0.92,50,0.12
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,knowledge,0.9,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,math,0.9393939393939394,99,0.1717171717171717
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,opinion,0.92,50,0.04
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,reasoning,0.98,50,0.08
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,science,0.9,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_unanimous_neutral,truthfulness,0.94,50,0.1
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,general,0.88,50,0.2
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,knowledge,0.92,50,0.22
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,math,0.86,100,0.28
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,opinion,0.94,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,reasoning,0.92,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,science,0.84,50,0.18
0.0,instruct_sft,asch_zhu_unbiased_unanimous_plain,truthfulness,0.92,50,0.06
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,general,0.96,50,0.18
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,knowledge,0.88,50,0.18
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,math,0.9,100,0.27
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,opinion,0.94,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,reasoning,0.94,50,0.14
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,science,0.84,50,0.16
0.0,instruct_sft,asch_zhu_unbiased_unanimous_uncertain,truthfulness,0.88,50,0.14
0.0,instruct_sft,authoritative_bias,general,0.9148936170212766,47,0.0
0.0,instruct_sft,authoritative_bias,knowledge,0.8571428571428571,49,0.0
0.0,instruct_sft,authoritative_bias,math,0.6103896103896104,77,0.0
0.0,instruct_sft,authoritative_bias,opinion,0.9375,48,0.0
0.0,instruct_sft,authoritative_bias,reasoning,0.62,50,0.0
0.0,instruct_sft,authoritative_bias,science,0.7333333333333333,45,0.0
0.0,instruct_sft,authoritative_bias,truthfulness,0.62,50,0.0
0.0,instruct_sft,authority_zhu_unbiased_trust,general,0.78,50,0.06
0.0,instruct_sft,authority_zhu_unbiased_trust,knowledge,0.76,50,0.12
0.0,instruct_sft,authority_zhu_unbiased_trust,math,0.8762886597938144,97,0.5463917525773195
0.0,instruct_sft,authority_zhu_unbiased_trust,opinion,0.78,50,0.1
0.0,instruct_sft,authority_zhu_unbiased_trust,reasoning,0.76,50,0.16
0.0,instruct_sft,authority_zhu_unbiased_trust,science,0.72,50,0.54
0.0,instruct_sft,authority_zhu_unbiased_trust,truthfulness,0.74,50,0.14
0.0,instruct_sft,authority_zhu_unbiased_trust_da,general,0.82,50,0.08
0.0,instruct_sft,authority_zhu_unbiased_trust_da,knowledge,0.76,50,0.1
0.0,instruct_sft,authority_zhu_unbiased_trust_da,math,0.8484848484848485,99,0.5151515151515151
0.0,instruct_sft,authority_zhu_unbiased_trust_da,opinion,0.74,50,0.06
0.0,instruct_sft,authority_zhu_unbiased_trust_da,reasoning,0.7,50,0.06
0.0,instruct_sft,authority_zhu_unbiased_trust_da,science,0.66,50,0.36
0.0,instruct_sft,authority_zhu_unbiased_trust_da,truthfulness,0.86,50,0.08
0.0,instruct_sft,control,general,0.96,25,0.0
0.0,instruct_sft,control,knowledge,1.0,23,0.0
0.0,instruct_sft,control,math,0.5952380952380952,42,0.0
0.0,instruct_sft,control,opinion,0.8333333333333334,24,0.0
0.0,instruct_sft,control,reasoning,0.8461538461538461,26,0.0
0.0,instruct_sft,control,science,0.8181818181818182,22,0.0
0.0,instruct_sft,control,truthfulness,0.5333333333333333,30,0.0
0.0,think,asch_history_5,general,0.7,50,0.0
0.0,think,asch_history_5,knowledge,0.6938775510204082,49,0.0
0.0,think,asch_history_5,math,0.5194805194805194,77,0.0
0.0,think,asch_history_5,opinion,0.76,50,0.0
0.0,think,asch_history_5,reasoning,0.34,50,0.0
0.0,think,asch_history_5,science,0.6530612244897959,49,0.0
0.0,think,asch_history_5,truthfulness,0.42857142857142855,49,0.0
0.0,think,asch_zhu_unbiased_da,general,0.98,50,0.38
0.0,think,asch_zhu_unbiased_da,knowledge,0.98,50,0.42
0.0,think,asch_zhu_unbiased_da,math,0.9595959595959596,99,0.020202020202020204
0.0,think,asch_zhu_unbiased_da,opinion,0.96,50,0.32
0.0,think,asch_zhu_unbiased_da,reasoning,0.92,50,0.42
0.0,think,asch_zhu_unbiased_da,science,0.9,50,0.08
0.0,think,asch_zhu_unbiased_da,truthfulness,0.98,50,0.34
0.0,think,asch_zhu_unbiased_diverse_plain,general,1.0,50,0.36
0.0,think,asch_zhu_unbiased_diverse_plain,knowledge,0.96,50,0.46
0.0,think,asch_zhu_unbiased_diverse_plain,math,0.99,100,0.01
0.0,think,asch_zhu_unbiased_diverse_plain,opinion,0.92,50,0.18
0.0,think,asch_zhu_unbiased_diverse_plain,reasoning,0.9,50,0.44
0.0,think,asch_zhu_unbiased_diverse_plain,science,0.92,50,0.12
